Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,Utah,Female,85 years and over,52,"2,099",89,10,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Utah,Female,All Ages,161,"5,876",306,47,13,433,
9/9/20,2/1/20,9/5/20,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Utah,All Sexes,All Ages,415,"12,325",706,147,40,"1,014",
9/9/20,2/1/20,9/5/20,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,0-17 years,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,15-24 years,0,16,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Male,18-29 years,0,30,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Male,25-34 years,0,45,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Male,30-49 years,,135,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,35-44 years,,63,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,45-54 years,,114,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,50-64 years,,341,11,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,55-64 years,,270,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,65-74 years,,391,19,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,75-84 years,16,474,35,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,85 years and over,,503,40,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Male,All Ages,35,"1,884",107,12,10,140,
9/9/20,2/1/20,9/5/20,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Female,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Female,15-24 years,0,10,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Female,18-29 years,0,17,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Female,25-34 years,0,16,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Female,30-49 years,,69,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,35-44 years,,30,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,45-54 years,,68,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,50-64 years,0,185,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,55-64 years,0,147,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,65-74 years,,287,10,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,75-84 years,,411,16,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,85 years and over,10,747,40,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Female,All Ages,24,"1,718",70,,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Vermont,All Sexes,All Ages,59,"3,602",177,14,16,238,
9/9/20,2/1/20,9/5/20,Virginia,Male,Under 1 year,0,143,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,0-17 years,0,254,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,1-4 years,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,5-14 years,0,35,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,15-24 years,,350,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,18-29 years,,610,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,25-34 years,,675,12,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,30-49 years,66,"1,887",61,30,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,35-44 years,25,909,26,10,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,45-54 years,78,"1,609",75,34,,123,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,50-64 years,241,"4,583",276,114,12,415,
9/9/20,2/1/20,9/5/20,Virginia,Male,55-64 years,200,"3,588",230,98,,341,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Male,65-74 years,324,"5,028",354,142,19,555,
9/9/20,2/1/20,9/5/20,Virginia,Male,75-84 years,397,"5,769",450,153,10,703,
9/9/20,2/1/20,9/5/20,Virginia,Male,85 years and over,346,"4,996",363,108,12,612,
9/9/20,2/1/20,9/5/20,Virginia,Male,All Ages,"1,379","23,127","1,515",550,62,"2,404",
9/9/20,2/1/20,9/5/20,Virginia,Female,Under 1 year,0,148,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,0-17 years,0,217,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,1-4 years,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,5-14 years,0,30,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,15-24 years,0,107,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,18-29 years,,206,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,25-34 years,,293,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,30-49 years,38,"1,037",43,12,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,35-44 years,20,483,23,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,45-54 years,42,979,51,13,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,50-64 years,131,"2,966",194,57,13,281,
9/9/20,2/1/20,9/5/20,Virginia,Female,55-64 years,103,"2,366",156,45,12,226,
9/9/20,2/1/20,9/5/20,Virginia,Female,65-74 years,230,"3,782",262,99,,397,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Female,75-84 years,346,"5,534",324,111,12,571,
9/9/20,2/1/20,9/5/20,Virginia,Female,85 years and over,603,"8,235",461,139,15,940,
9/9/20,2/1/20,9/5/20,Virginia,Female,All Ages,"1,349","21,977","1,288",419,52,"2,270",
9/9/20,2/1/20,9/5/20,Virginia,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,45-54 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Unknown,50-64 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Virginia,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Virginia,All Sexes,All Ages,"2,729","45,107","2,804",970,114,"4,675",
9/9/20,2/1/20,9/5/20,Washington,Male,Under 1 year,0,110,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,0-17 years,0,214,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,1-4 years,0,23,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Male,5-14 years,0,37,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,15-24 years,,307,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,18-29 years,,531,13,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,25-34 years,,533,16,,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,30-49 years,47,"1,448",58,23,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,35-44 years,23,713,25,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,45-54 years,47,"1,219",65,24,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Male,50-64 years,143,"3,413",237,83,15,311,
9/9/20,2/1/20,9/5/20,Washington,Male,55-64 years,117,"2,664",198,72,12,254,
9/9/20,2/1/20,9/5/20,Washington,Male,65-74 years,199,"4,183",368,105,21,483,
9/9/20,2/1/20,9/5/20,Washington,Male,75-84 years,252,"4,548",388,134,10,516,
9/9/20,2/1/20,9/5/20,Washington,Male,85 years and over,290,"4,406",393,153,10,540,
9/9/20,2/1/20,9/5/20,Washington,Male,All Ages,937,"18,743","1,461",502,64,"1,958",
9/9/20,2/1/20,9/5/20,Washington,Female,Under 1 year,0,91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,0-17 years,0,147,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,1-4 years,0,13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,5-14 years,0,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,15-24 years,0,86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,18-29 years,,145,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,25-34 years,,198,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,30-49 years,15,778,33,10,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,35-44 years,,368,10,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,45-54 years,27,771,59,16,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,50-64 years,75,"2,250",185,37,,231,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,55-64 years,57,"1,765",146,29,,181,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,65-74 years,134,"3,034",235,74,,304,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,75-84 years,215,"4,066",313,118,17,425,
9/9/20,2/1/20,9/5/20,Washington,Female,85 years and over,342,"6,660",447,133,,664,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Female,All Ages,782,"17,080","1,220",372,49,"1,676",
9/9/20,2/1/20,9/5/20,Washington,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,45-54 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Washington,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Washington,All Sexes,All Ages,"1,719","35,824","2,681",874,113,"3,634",
9/9/20,2/1/20,9/5/20,West Virginia,Male,Under 1 year,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,0-17 years,0,58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,5-14 years,0,14,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Male,15-24 years,0,68,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Male,18-29 years,,146,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,25-34 years,,197,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,30-49 years,0,635,24,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,35-44 years,0,330,14,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,45-54 years,,488,15,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,50-64 years,,"1,394",78,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,55-64 years,,"1,097",72,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,65-74 years,27,"1,622",121,12,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,75-84 years,27,"1,673",144,14,,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,85 years and over,20,"1,114",96,,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Male,All Ages,82,"6,642",466,34,31,545,
9/9/20,2/1/20,9/5/20,West Virginia,Female,Under 1 year,0,16,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Female,0-17 years,0,34,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,15-24 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,18-29 years,,56,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,25-34 years,,85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,30-49 years,,324,21,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,35-44 years,,148,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,45-54 years,,304,22,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,50-64 years,,844,73,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,55-64 years,,674,61,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,65-74 years,21,"1,117",93,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,75-84 years,25,"1,510",105,,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,85 years and over,43,"1,881",127,,,167,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Female,All Ages,100,"5,766",422,26,27,523,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
